"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-03-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-03-28",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-03-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-03-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-03-31",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-15",,,,,"0.43",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-25",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-26",,,,,"0.15",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-27",,,,,"0.24",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-28",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-29",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-04",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-05",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-10",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-11",,,,,"0.16",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-15",,,,,"0.34",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-16",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-19",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-20",,,,,"0.58",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-23",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-24",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-26",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-01",,,,,"0.46",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-02",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-03",,,,,"1.01",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-04",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-05",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-07",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1KSKM0019","KINGMAN 2.1 NNW, KS US","37.6749828","-98.1292066","491.9","2023-06-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
